pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F
22601_41333350	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	stock control clerk, stock controller, progress/production/stock chaser, warehouse clerk, materials controller/co-ordinator, stores officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	293	84766
22601_81312795	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	wireman, coil winder, wirer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	100	84959
22601_81372713	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	sewing machinist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	415	84644
22601_54922904	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	furniture maker/fitter, cabinet maker	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	143	84916
22601_11723441	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	police officer (inspector or above)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	349	84710
22601_41143216	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1459	83600
22601_91212536	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	builder's labourer, building worker, hod carrier	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	338	84721
22601_92332986	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other cleaner including in offices, hospitals, schools, shops, warehouses, ships, aircraft, stations	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	320	84739
22601_24233283	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	management consultant, actuary, economist, statistician, statistical controller/assistant, business analyst, demographer, economic forecaster	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	859	84200
22601_35353268	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	taxation accountant or adviser or consultant or practitioner	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	240	84819
22601_81392781	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other assembler, routine operative	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	101	84958
22601_34423138	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	sports coach, instructor, trainer, or manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	212	84847
22601_62123369	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	travel agent, travel agency/booking/reservations clerk, tour organiser	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	355	84704
22601_24313288	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	architect, landscape architect/designer, structural designer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	377	84682
22601_31213292	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	architectural technologist/technician/assistant, town planning technician, planning enforcement officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	157	84902
22601_92333396	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	cleaner in restaurants, bars, pubs, hotels and other accommodation; chambermaid	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	124	84935
22601_42113298	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	medical secretary	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	822	84237
22601_21233041	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	electrical engineer, generating engineer, power engineer, power transmission engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	480	84579
22601_12253173	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	manager of theatre, cinema, museum	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	196	84863
22601_31123049	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	electrical or electronics technician, signals officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	524	84535
22601_32123074	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	midwife	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	672	84387
22601_24513035	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	librarian, assistant librarian	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	142	84917
22601_81312794	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	assembler, machine operator, foreman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	309	84750
22601_51122486	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	nurseryman, market gardener, horticulturist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	140	84919
22601_35122636	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	aircraft pilot, flight engineer, aircraft navigator, helicopter pilot	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	103	84956
22601_54342896	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	chef, cook, caterer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	313	84746
22601_52232941	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	motor vehicle/industrial machinery fitter	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	155	84904
22601_52443062	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	television, video, audio or radio engineer/repairer/installer/technician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	106	84953
22601_42133423	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	school secretary, clerical assistant, school registry assistant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	698	84361
22601_24513424	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	librarian, assistant librarian	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	331	84728
22601_35203279	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	142	84917
22601_52232856	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	plant maintenance fitter, machine fitter, mechanic-fitter	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	208	84851
22601_92593346	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other sales occupations including bill poster, ticket checker	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	149	84910
22601_54343385	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	chef, cook, caterer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	439	84620
22601_53232556	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	painter, decorator	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	302	84757
22601_54222887	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	printer, master printer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	117	84942
22601_24233025	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	statistician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	124	84935
22601_32313110	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	974	84085
22601_92513331	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	shelf filler or stacker, stock handler, display assistant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	410	84649
22601_62192607	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	bus conductor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	113	84946
22601_81322815	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	assembler, machine operator, foreman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	213	84846
22601_62133370	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	travel/tour guide	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	168	84891
22601_21272684	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	production and process engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	115	84944
22601_92443411	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	school mid-day assistant, dinner or school meals supervisor or assistant, lunchtime supervisor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	171	84888
22601_35443245	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	estate agent, auctioneer, land agent, letting agent	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	270	84789
22601_31153052	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	quality assurance technician or co-ordinator	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	109	84950
22601_71213337	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	collector/door-to-door salesperson, canvasser, credit agent, insurance agent, travelling salesperson, commercial traveller	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	760	84299
22601_22123067	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	psychologist, psychometrist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	243	84816
22601_31113086	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	laboratory technician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	428	84631
22601_11612669	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	road transport/traffic manager, haulage contractor/manager, taxi/courier service manager, bus/coach station manager, removals manager, shipping manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	285	84774
22601_41423445	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	emergency services control room/radio operator/officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	161	84898
22601_11232861	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	manager in mining, energy production or water supply	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	268	84791
22601_91332890	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	printing machine operator, printer's assistant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	108	84951
22601_32323111	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	housing officer, welfare officer, refuge/rescue worker, probation assistant, nspcc inspector, day centre supervisor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	242	84817
22601_42163095	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	receptionist, doctor's/dental receptionist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	301	84758
22601_11212692	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	production, works or maintenance manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	573	84486
22601_11813097	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	hospital manager, health service manager, clinical manager, nursing service manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	900	84159
22601_11373019	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	research or laboratory manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1079	83980
22601_71233339	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	roundsman or woman, van salesperson, ice cream seller, milkman, mobile shop salesperson	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	263	84796
22601_35132648	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	ship's engineer, ship's purser	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	154	84905
22601_53152529	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	carpenter, carpenter and joiner, builder's joiner	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	189	84870
22601_41342670	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	road transport/traffic clerk, distribution clerk/controller, shipping clerk/controller, fleet controller/administrator, traffic officer (road haulage)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	216	84843
22601_21133024	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	mathematician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	137	84922
22601_81392801	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other assembler, routine operative	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	138	84921
22601_82132606	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	bus or coach driver, minibus driver	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	382	84677
22601_53142539	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	plumber	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	193	84866
22601_11373228	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	research and development manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	116	84943
22601_34123157	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	author, writer, biographer, book editor, novelist, dramatist, playwright, poet	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	245	84814
22601_61133076	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	dental nurse or assistant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	227	84832
22601_41213240	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	credit controller/supervisor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	185	84874
22601_23293164	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	researcher in broadcasting, journalism, photography, printing and publishing	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	141	84918
22601_71293343	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	advertising or sales representative, demonstrator, estate agent negotiator, land/property salesman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	706	84353
22601_24523188	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	archivist, curator, conservator, inspector of ancient monuments, museum officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	136	84923
22601_52152925	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	welder, fitter-welder	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	173	84886
22601_54122878	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	upholsterer, coach trimmer, curtain maker, mattress maker	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	102	84957
22601_11333223	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	purchasing manager/director (not retail), supplies manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	246	84813
22601_35623273	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	personnel or industrial relations officer, recruitment consultant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	112	84947
22601_24342600	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	river/water surveyor, surveyor and estimator, topographer, property surveyor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	124	84935
22601_81392824	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	assembler, machine operator, processor, foreman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	237	84822
22601_21283046	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	planning and quality control engineer, industrial engineer, quality engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	286	84773
22601_11363057	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	ict or it manager, systems/data processing manager, telecom manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1514	83545
22601_81162743	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	machine operator, plastics moulder, foreman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	176	84883
22601_91392832	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other work in this industry: factory hand, mate, assistant, handler, loader	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	136	84923
22601_61392517	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other animal care work including dog beautician, dog walker, dog warden; kennel or cattery assistant; groom, huntsman, stable worker; zoo keeper	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	139	84920
22601_81112700	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	machine operator, processor, foreman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	228	84831
22601_23113030	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	university lecturer/professor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	388	84671
22601_35633218	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	vocational or industrial trainer/instructor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	118	84941
22601_23133420	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	education officer, director of education, curriculum development officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	812	84247
22601_33133440	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	fire service officer (leading fire officer and below)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	174	84885
22601_41353425	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	library assistant/clerk	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	141	84918
22601_52452948	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	computer engineer, computer service or maintenance technician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	121	84938
22601_32143084	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	medical radiographer, x-ray operator, sonographer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	134	84925
22601_12263368	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	travel agency manager/owner, tourist manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	158	84901
22601_11412694	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	quality assurance manager, quality control manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	276	84783
22601_62143372	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	air hostess, air steward, air travel assistant, cabin/flight attendant, cabin crew, air purser, passenger services agent, check-in-staff	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	104	84955
22601_61223417	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	childminder, au pair, children's nanny	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	392	84667
22601_35623213	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	personnel or industrial relations officer, recruitment consultant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	377	84682
22601_32323410	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	school/student counsellor, school attendance officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	103	84956
22601_52132923	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	sheet metal worker, panel beater, metal finisher, coppersmith	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	132	84927
22601_35323265	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	198	84861
22601_11313221	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	financial services manager, chartered secretary, banker, merchant or investment banker, finance director, tax manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	237	84822
22601_11843115	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	social services manager, community care manager, welfare services manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	694	84365
22601_91493353	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	sales room assistant, wine merchant's cellar man; order/stock filler, stock/store keeper; lorry/warehouse loader/checker/weigher, goods porter, customs attendant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	177	84882
22601_12313231	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	property/housing/land manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	303	84756
22601_61233408	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	playgroup or playschool leader or assistant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	445	84614
22601_52492949	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	electronic engineer (maintenance), alarm engineer, office equipment engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	181	84878
22601_12243390	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	publican or manager of licensed premises, licensee, wine bar manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	378	84681
22601_92113352	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	postal worker, postman, mail sorter, messenger, courier, mailroom clerk, post sorter, leaflet/circular distributor, newspaper/parcel deliverer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	261	84798
22601_32323112	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	benefits advisor, citizens advice bureau adviser, debt counsellor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	114	84945
22601_11833099	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	healthcare practice manager, dental practice manager, chiropody practice manager/owner	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	178	84881
22601_82142611	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	taxi or cab driver, chauffeur, hearse driver	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	221	84838
22601_35643209	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	careers adviser or vocational guidance specialist, placement advisor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	176	84883
22601_34133166	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	actor, chorister or singer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	142	84917
22601_42113094	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	medical secretary	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	152	84907
22601_35633214	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	vocational or industrial trainer/instructor, craft instructor, apprentice instructor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	246	84813
22601_12253140	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	sports centre manager, riding school owner, sports ground manager, baths manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	114	84945
22601_11733439	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	senior officer in fire service including captain, commander, controller, firemaster, inspector, salvage officer, station officer, superintendent	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	129	84930
22601_92233412	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	dinner lady	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	153	84906
22601_82152612	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	driving instructor, hgv instructor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	124	84935
22601_35633208	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	vocational or industrial trainer/instructor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	130	84929
22601_35673467	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	health and safety officer, occupational hygienist, safety adviser, road safety officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	108	84951
22601_35633274	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	vocational or industrial trainer/instructor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	163	84896
