pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F
4119	4119	Ankle spacing width (right)	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	Primary	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	107625	NA	NA
4120	4120	Heel broadband ultrasound attenuation (right)	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	Primary	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	107619	NA	NA
4123	4123	Heel quantitative ultrasound index (QUI), direct entry (right)	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	Primary	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	107625	NA	NA
4124	4124	Heel bone mineral density (BMD) (right)	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	Primary	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	107567	NA	NA
4125	4125	Heel bone mineral density (BMD) T-score, automated (right)	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	Primary	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	107625	NA	NA
4195	4195	Pulse wave reflection index	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	111611	NA	NA
4196	4196	Pulse wave peak to peak time	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	111554	NA	NA
4198	4198	Position of the pulse wave peak	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	Auxiliary	Unisex	NA	NA	INTEGER	CONTINUOUS	111611	NA	NA
4199	4199	Position of pulse wave notch	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	Auxiliary	Unisex	NA	NA	INTEGER	CONTINUOUS	111611	NA	NA
4200	4200	Position of the shoulder on the pulse waveform	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	Auxiliary	Unisex	NA	NA	INTEGER	CONTINUOUS	111611	NA	NA
4204	4204	Absence of notch position in the pulse waveform	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	Auxiliary	Unisex	12	NA	CAT_SINGLE	CAT_SINGLE_BINARY	111611	NA	NA
4250	4250	Number of digits to be memorised/recalled	UK Biobank Assessment Centre > Cognitive function > Numeric memory	Auxiliary	Unisex	NA	NA	INTEGER	CONTINUOUS	36129	NA	NA
4253	4253	Time number displayed for	UK Biobank Assessment Centre > Cognitive function > Numeric memory	Auxiliary	Unisex	NA	NA	INTEGER	CONTINUOUS	36129	NA	NA
4260	4260	Round of numeric memory test	UK Biobank Assessment Centre > Cognitive function > Numeric memory	Primary	Unisex	NA	NA	INTEGER	CAT_ORD	36129	NA	NA
4282	4282	Maximum digits remembered correctly	UK Biobank Assessment Centre > Cognitive function > Numeric memory	Primary	Unisex	100696	NA	INTEGER	CAT_ORD	35478	NA	NA
4283	4283	Number of rounds of numeric memory test performed	UK Biobank Assessment Centre > Cognitive function > Numeric memory	Primary	Unisex	NA	NA	INTEGER	CAT_ORD	36193	NA	NA
4285	4285	Time to complete test	UK Biobank Assessment Centre > Cognitive function > Numeric memory	Auxiliary	Unisex	NA	NA	INTEGER	CONTINUOUS	36193	NA	NA
4288	4288	Time to answer	UK Biobank Assessment Centre > Cognitive function > Prospective memory	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	112580	NA	NA
4290	4290	Duration screen displayed	UK Biobank Assessment Centre > Cognitive function > Prospective memory	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	112580	NA	NA
4291	4291	Number of attempts	UK Biobank Assessment Centre > Cognitive function > Prospective memory	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	112580	NA	NA
4294_1	4294	Final attempt correct	UK Biobank Assessment Centre > Cognitive function > Prospective memory	Primary	Unisex	29	yes	CAT_SINGLE	CAT_SINGLE_UNORDERED	112580	108265	4315
4294_0	4294	Final attempt correct	UK Biobank Assessment Centre > Cognitive function > Prospective memory	Primary	Unisex	29	no	CAT_SINGLE	CAT_SINGLE_UNORDERED	112580	4190	108390
4294_9	4294	Final attempt correct	UK Biobank Assessment Centre > Cognitive function > Prospective memory	Primary	Unisex	29	abandon	CAT_SINGLE	CAT_SINGLE_UNORDERED	112580	125	112455
4407	4407	Average monthly red wine intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	24636	NA	NA
4418	4418	Average monthly champagne plus white wine intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	24613	NA	NA
4429	4429	Average monthly beer plus cider intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	24680	NA	NA
4440	4440	Average monthly spirits intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	24584	NA	NA
4451	4451	Average monthly fortified wine intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	24710	NA	NA
4462	4462	Average monthly intake of other alcoholic drinks	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	24739	NA	NA
4501	4501	Non-accidental death in close genetic family	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	100349	NA	CAT_SINGLE	CAT_SINGLE_BINARY	106956	NA	NA
4526	4526	Happiness	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100478	NA	CAT_SINGLE	CAT_ORD	112412	NA	NA
4537	4537	Work/job satisfaction	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100479	NA	CAT_SINGLE	CAT_ORD	76842	NA	NA
4548	4548	Health satisfaction	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100478	NA	CAT_SINGLE	CAT_ORD	112454	NA	NA
4559	4559	Family relationship satisfaction	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100478	NA	CAT_SINGLE	CAT_ORD	111745	NA	NA
4570	4570	Friendships satisfaction	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100478	NA	CAT_SINGLE	CAT_ORD	111581	NA	NA
4581	4581	Financial situation satisfaction	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100478	NA	CAT_SINGLE	CAT_ORD	112301	NA	NA
4598	4598	Ever depressed for a whole week	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100349	NA	CAT_SINGLE	CAT_SINGLE_BINARY	110660	NA	NA
4609	4609	Longest period of depression	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100291	NA	INTEGER	CONTINUOUS	47688	NA	NA
4620	4620	Number of depression episodes	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	43026	NA	NA
4631	4631	Ever unenthusiastic/disinterested for a whole week	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100349	NA	CAT_SINGLE	CAT_SINGLE_BINARY	108307	NA	NA
4642	4642	Ever manic/hyper for 2 days	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100349	NA	CAT_SINGLE	CAT_SINGLE_BINARY	110190	NA	NA
4653	4653	Ever highly irritable/argumentative for 2 days	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100349	NA	CAT_SINGLE	CAT_SINGLE_BINARY	110370	NA	NA
4924	4924	Attempted fluid intelligence (FI) test.	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100642	NA	CAT_SINGLE	CAT_SINGLE_BINARY	111664	NA	NA
4935	4935	FI1 : numeric addition test	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100643	NA	CAT_SINGLE	CAT_SINGLE_BINARY	109917	NA	NA
4946	4946	FI2 : identify largest number	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100644	NA	CAT_SINGLE	CAT_SINGLE_BINARY	110040	NA	NA
4957	4957	FI3 : word interpolation	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100645	NA	CAT_SINGLE	CAT_SINGLE_BINARY	110000	NA	NA
4968	4968	FI4 : positional arithmetic	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100646	NA	CAT_SINGLE	CAT_SINGLE_BINARY	108955	NA	NA
4979	4979	FI5 : family relationship calculation	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100647	NA	CAT_SINGLE	CAT_SINGLE_BINARY	106852	NA	NA
4990	4990	FI6 : conditional arithmetic	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100648	NA	CAT_SINGLE	CAT_SINGLE_BINARY	96439	NA	NA
5001	5001	FI7 : synonym	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100649	NA	CAT_SINGLE	CAT_SINGLE_BINARY	80056	NA	NA
5012	5012	FI8 : chained arithmetic	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100650	NA	CAT_SINGLE	CAT_SINGLE_BINARY	71783	NA	NA
5057	5057	Number of older siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	96963	NA	NA
5364	5364	Average weekly intake of other alcoholic drinks	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	80405	NA	NA
5375	5375	Longest period of unenthusiasm / disinterest	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100291	NA	INTEGER	CONTINUOUS	30255	NA	NA
5386	5386	Number of unenthusiastic/disinterested episodes	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	28195	NA	NA
5556	5556	FI9 : concept interpolation	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100651	NA	CAT_SINGLE	CAT_SINGLE_BINARY	33471	NA	NA
5663	5663	Length of longest manic/irritable episode	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100499	NA	CAT_SINGLE	CAT_SINGLE_BINARY	18237	NA	NA
5674	5674	Severity of manic/irritable episodes	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100500	NA	CAT_SINGLE	CAT_SINGLE_BINARY	19727	NA	NA
5699	5699	FI10 : arithmetic sequence recognition	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100652	NA	CAT_SINGLE	CAT_SINGLE_BINARY	19948	NA	NA
5779	5779	FI11 : antonym	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100653	NA	CAT_SINGLE	CAT_SINGLE_BINARY	11859	NA	NA
5790	5790	FI12 : square sequence recognition	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100654	NA	CAT_SINGLE	CAT_SINGLE_BINARY	8070	NA	NA
5866	5866	FI13 : subset inclusion logic	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Primary	Unisex	100655	NA	CAT_SINGLE	CAT_SINGLE_BINARY	2795	NA	NA
5959	5959	Previously smoked cigarettes on most/all days	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Primary	Unisex	100352	NA	CAT_SINGLE	CAT_SINGLE_BINARY	1899	NA	NA
5983	5983	ECG, heart rate	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	49927	NA	NA
5984	5984	ECG, load	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	49980	NA	NA
5985	5985	Bicycle speed	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Auxiliary	Unisex	NA	NA	INTEGER	CONTINUOUS	49980	NA	NA
5986	5986	ECG, phase time	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	50127	NA	NA
5992	5992	ECG, phase duration	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	50127	NA	NA
5993	5993	ECG, number of stages in a phase	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CAT_ORD	50127	NA	NA
6015	6015	Chest pain felt during physical activity	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100267	NA	CAT_SINGLE	CAT_SINGLE_BINARY	50155	NA	NA
6016	6016	Chest pain felt outside physical activity	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100267	NA	CAT_SINGLE	CAT_SINGLE_BINARY	50531	NA	NA
6017	6017	Able to walk or cycle unaided for 10 minutes	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100267	NA	CAT_SINGLE	CAT_SINGLE_BINARY	49900	NA	NA
6020_1	6020	Completion status of test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100257	Fully completed	CAT_SINGLE	CAT_SINGLE_UNORDERED	50136	46576	3560
6020_31	6020	Completion status of test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100257	Participant wanted to stop early	CAT_SINGLE	CAT_SINGLE_UNORDERED	50136	492	49644
6020_32	6020	Completion status of test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100257	Participant reported chest-pain and/or other discomfort	CAT_SINGLE	CAT_SINGLE_UNORDERED	50136	198	49938
6020_33	6020	Completion status of test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100257	Heart rate reached safety level	CAT_SINGLE	CAT_SINGLE_UNORDERED	50136	2747	47389
6020_34	6020	Completion status of test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	100257	Incomplete - other reason	CAT_SINGLE	CAT_SINGLE_UNORDERED	50136	123	50013
6032	6032	Maximum workload during fitness test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	50126	NA	NA
6033	6033	Maximum heart rate during fitness test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	50115	NA	NA
6034	6034	Target heart rate achieved	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	12	NA	CAT_SINGLE	CAT_SINGLE_BINARY	50127	NA	NA
6038	6038	Number of trend entries	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	50127	NA	NA
6039	6039	Duration of fitness test	UK Biobank Assessment Centre > Physical measures > ECG during exercise	Primary	Unisex	NA	NA	INTEGER	CAT_ORD	50127	NA	NA
6138_2	6138	Qualifications	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	Primary	Unisex	100305	A levels/AS levels or equivalent	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	338114	92823	245291
6138_1	6138	Qualifications	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	Primary	Unisex	100305	College or University degree	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	338114	107793	230321
6138_4	6138	Qualifications	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	Primary	Unisex	100305	CSEs or equivalent	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	338114	44725	293389
6138_100	6138	Qualifications	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	Primary	Unisex	100305	None of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	338114	58095	280019
6138_3	6138	Qualifications	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	Primary	Unisex	100305	O levels/GCSEs or equivalent	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	338114	161838	176276
6138_5	6138	Qualifications	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	Primary	Unisex	100305	NVQ or HND or HNC or equivalent	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	338114	63694	274420
6138_6	6138	Qualifications	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education	Primary	Unisex	100305	Other professional qualifications eg: nursing, teaching	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	338114	98765	239349
6143_1	6143	Transport type for commuting to job workplace	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100299	Car/motor vehicle	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	179795	144675	35120
6143_3	6143	Transport type for commuting to job workplace	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100299	Public transport	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	179795	36514	143281
6143_2	6143	Transport type for commuting to job workplace	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100299	Walk	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	179795	28243	151552
6143_4	6143	Transport type for commuting to job workplace	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100299	Cycle	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	179795	13763	166032
6143_100	6143	Transport type for commuting to job workplace	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100299	None of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	179795	736	179059
6144_5	6144	Never eat eggs, dairy, wheat, sugar	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100385	I eat all of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340124	263335	76789
6144_4	6144	Never eat eggs, dairy, wheat, sugar	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100385	Sugar or foods/drinks containing sugar	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340124	63506	276618
6144_3	6144	Never eat eggs, dairy, wheat, sugar	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100385	Wheat products	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340124	8912	331212
6144_1	6144	Never eat eggs, dairy, wheat, sugar	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100385	Eggs or foods containing eggs	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340124	8634	331490
6144_2	6144	Never eat eggs, dairy, wheat, sugar	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100385	Dairy products	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340124	7351	332773
6150_1	6150	Vascular/heart problems diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100605	Heart attack	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340422	7891	332531
6150_4	6150	Vascular/heart problems diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100605	High blood pressure	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340422	92081	248341
6150_100	6150	Vascular/heart problems diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100605	None of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340422	239117	101305
6150_2	6150	Vascular/heart problems diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100605	Angina	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340422	10825	329597
6150_3	6150	Vascular/heart problems diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100605	Stroke	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340422	5265	335157
6152_8	6152	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100610	Asthma	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340517	39453	301064
6152_100	6152	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100610	None of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340517	231056	109461
6152_9	6152	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100610	Hayfever, allergic rhinitis or eczema	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340517	78628	261889
6152_6	6152	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100610	Emphysema/chronic bronchitis	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340517	5705	334812
6152_5	6152	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100610	Blood clot in the leg (DVT)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340517	6983	333534
6152_7	6152	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	Primary	Unisex	100610	Blood clot in the lung	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	340517	2817	337700
6153_2	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Female	100626	Blood pressure medication	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	182156	31841	150315
6153_100	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Female	100626	None of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	182156	125530	56626
6153_1	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Female	100626	Cholesterol lowering medication	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	182156	22993	159163
6153_5	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Female	100626	Oral contraceptive pill or minipill	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	182156	4714	177442
6153_4	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Female	100626	Hormone replacement therapy	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	182156	13622	168534
6153_3	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Female	100626	Insulin	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	182156	1402	180754
6154_1	6154	Medication for pain relief, constipation, heartburn	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100628	Aspirin	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	337603	47626	289977
6154_2	6154	Medication for pain relief, constipation, heartburn	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100628	Ibuprofen (e.g. Nurofen)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	337603	50023	287580
6154_100	6154	Medication for pain relief, constipation, heartburn	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100628	None of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	337603	187083	150520
6154_3	6154	Medication for pain relief, constipation, heartburn	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100628	Paracetamol	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	337603	73816	263787
6154_5	6154	Medication for pain relief, constipation, heartburn	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100628	Omeprazole (e.g. Zanprol)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	337603	20281	317322
6154_6	6154	Medication for pain relief, constipation, heartburn	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100628	Laxatives (e.g. Dulcolax, Senokot)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	337603	9703	327900
6154_4	6154	Medication for pain relief, constipation, heartburn	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100628	Ranitidine (e.g. Zantac)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	337603	6377	331226
6155_3	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	Vitamin C	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	28905	310713
6155_100	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	None of the above	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	234045	105573
6155_7	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	Multivitamins +/- minerals	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	72699	266919
6155_2	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	Vitamin B	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	13755	325863
6155_5	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	Vitamin E	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	9601	330017
6155_4	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	Vitamin D	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	12712	326906
6155_1	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	Vitamin A	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	6282	333336
6155_6	6155	Vitamin and mineral supplements	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication	Primary	Unisex	100629	Folic acid or Folate (Vit B9)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	339618	7035	332583
6156_13	6156	Manic/hyper symptoms	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100498	I needed less sleep than usual	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	22586	3032	19554
6156_12	6156	Manic/hyper symptoms	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Primary	Unisex	100498	I was more talkative than usual	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	22586	4746	17840
