pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F	pheno_type	nsamples_CAD_SOFT_0	nsamples_CAD_SOFT_1	nsamples_CAD_SOFT_0_T	nsamples_CAD_SOFT_1_T	keep
20118_5	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	England/Wales - Urban - less sparse	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	262919	74798	NA	NA	NA	NA	NA	FALSE
20118_3	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	England/Wales - Village - sparse	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	16	337701	NA	NA	NA	NA	NA	FALSE
20118_6	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	England/Wales - Town and Fringe - less sparse	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	24481	313236	NA	NA	NA	NA	NA	FALSE
20118_7	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	England/Wales - Village - less sparse	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	17527	320190	NA	NA	NA	NA	NA	FALSE
20118_8	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	England/Wales - Hamlet and Isolated Dwelling - less sparse	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	7649	330068	NA	NA	NA	NA	NA	FALSE
20118_9	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	Postcode not linkable	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	13	337704	NA	NA	NA	NA	NA	FALSE
20118_11	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	Scotland - Large Urban Area	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	19248	318469	NA	NA	NA	NA	NA	FALSE
20118_12	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	Scotland - Other Urban Area	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	3685	334032	NA	NA	NA	NA	NA	FALSE
20118_13	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	Scotland - Accessible Small Town	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	1024	336693	NA	NA	NA	NA	NA	FALSE
20118_16	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	Scotland - Accessible Rural	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	1145	336572	NA	NA	NA	NA	NA	FALSE
20118_17	20118	Home area population density - urban or rural	UK Biobank Assessment Centre > Recruitment > Reception	Primary	Unisex	91	Scotland - Remote Rural	CAT_SINGLE	CAT_SINGLE_UNORDERED	337717	10	337707	NA	NA	NA	NA	NA	FALSE
20127	20127	Neuroticism score	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health	Derived	Unisex	NA	NA	INTEGER	CONTINUOUS	277212	NA	NA	Mental_health	252024	25188	NA	NA	TRUE
20128	20128	Number of fluid intelligence questions attempted within time limit	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence	Derived	Unisex	NA	NA	INTEGER	CAT_ORD	110292	NA	NA	NA	NA	NA	NA	NA	FALSE
20153	20153	Forced expiratory volume in 1-second (FEV1), predicted	UK Biobank Assessment Centre > Physical measures > Spirometry	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	115706	NA	NA	Spirometry	105233	10473	NA	NA	TRUE
20160	20160	Ever smoked	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Derived	Unisex	7	NA	CAT_SINGLE	CAT_SINGLE_BINARY	339818	NA	NA	Smoking	308336	31482	182475	21866	TRUE
20161	20161	Pack years of smoking	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	104526	NA	NA	Smoking	90411	14115	NA	NA	TRUE
20162	20162	Pack years adult smoking as proportion of life span exposed to smoking	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	104526	NA	NA	Smoking	90411	14115	NA	NA	TRUE
20403	20403	Amount of alcohol drunk on a typical drinking day	Online follow-up > Mental health > Alcohol use	Primary	Unisex	522	NA	CAT_SINGLE	CAT_ORD	102148	NA	NA	Alcohol_use	95872	6276	NA	NA	TRUE
20405_0	20405	Ever had known person concerned about, or recommend reduction of, alcohol consumption	Online follow-up > Mental health > Alcohol use	Primary	Unisex	524	No	CAT_SINGLE	CAT_SINGLE_UNORDERED	111170	101423	9747	Alcohol_use	104061	7109	95134	6289	TRUE
20405_1	20405	Ever had known person concerned about, or recommend reduction of, alcohol consumption	Online follow-up > Mental health > Alcohol use	Primary	Unisex	524	Yes, but not in the last year	CAT_SINGLE	CAT_SINGLE_UNORDERED	111170	5133	106037	Alcohol_use	104061	7109	4678	455	TRUE
20405_2	20405	Ever had known person concerned about, or recommend reduction of, alcohol consumption	Online follow-up > Mental health > Alcohol use	Primary	Unisex	524	Yes, during the last year	CAT_SINGLE	CAT_SINGLE_UNORDERED	111170	4614	106556	Alcohol_use	104061	7109	4249	365	TRUE
20407	20407	Frequency of failure to fulfil normal expectations due to drinking alcohol in last year	Online follow-up > Mental health > Alcohol use	Primary	Unisex	523	NA	CAT_SINGLE	CAT_ORD	61336	NA	NA	Alcohol_use	57718	3618	NA	NA	TRUE
20408	20408	Frequency of memory loss due to drinking alcohol in last year	Online follow-up > Mental health > Alcohol use	Primary	Unisex	523	NA	CAT_SINGLE	CAT_ORD	61308	NA	NA	Alcohol_use	57694	3614	NA	NA	TRUE
20409	20409	Frequency of feeling guilt or remorse after drinking alcohol in last year	Online follow-up > Mental health > Alcohol use	Primary	Unisex	523	NA	CAT_SINGLE	CAT_ORD	61288	NA	NA	Alcohol_use	57677	3611	NA	NA	TRUE
20411_0	20411	Ever been injured or injured someone else through drinking alcohol	Online follow-up > Mental health > Alcohol use	Primary	Unisex	524	No	CAT_SINGLE	CAT_SINGLE_UNORDERED	111284	106625	4659	Alcohol_use	104169	7115	99805	6820	TRUE
20411_1	20411	Ever been injured or injured someone else through drinking alcohol	Online follow-up > Mental health > Alcohol use	Primary	Unisex	524	Yes, but not in the last year	CAT_SINGLE	CAT_SINGLE_UNORDERED	111284	4150	107134	Alcohol_use	104169	7115	3888	262	TRUE
20411_2	20411	Ever been injured or injured someone else through drinking alcohol	Online follow-up > Mental health > Alcohol use	Primary	Unisex	524	Yes, during the last year	CAT_SINGLE	CAT_SINGLE_UNORDERED	111284	509	110775	Alcohol_use	104169	7115	476	33	FALSE
20412	20412	Frequency of needing morning drink of alcohol after heavy drinking session in last year	Online follow-up > Mental health > Alcohol use	Primary	Unisex	523	NA	CAT_SINGLE	CAT_ORD	61373	NA	NA	Alcohol_use	57754	3619	NA	NA	TRUE
20413	20413	Frequency of inability to cease drinking in last year	Online follow-up > Mental health > Alcohol use	Primary	Unisex	523	NA	CAT_SINGLE	CAT_ORD	61255	NA	NA	Alcohol_use	57648	3607	NA	NA	TRUE
20414	20414	Frequency of drinking alcohol	Online follow-up > Mental health > Alcohol use	Primary	Unisex	521	NA	CAT_SINGLE	CAT_ORD	111205	NA	NA	Alcohol_use	104093	7112	NA	NA	TRUE
20416	20416	Frequency of consuming six or more units of alcohol	Online follow-up > Mental health > Alcohol use	Primary	Unisex	523	NA	CAT_SINGLE	CAT_ORD	102352	NA	NA	Alcohol_use	96057	6295	NA	NA	TRUE
20417	20417	Tense, sore, or aching muscles during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	520	NA	CAT_SINGLE	CAT_SINGLE_BINARY	31190	NA	NA	Anxiety	29325	1865	11337	830	TRUE
20418	20418	Impact on normal roles during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	510	NA	CAT_SINGLE	CAT_ORD	34241	NA	NA	Anxiety	32150	2091	NA	NA	TRUE
20419	20419	Difficulty concentrating during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	520	NA	CAT_SINGLE	CAT_SINGLE_BINARY	32694	NA	NA	Anxiety	30688	2006	23214	1547	TRUE
20420	20420	Longest period spent worried or anxious	Online follow-up > Mental health > Anxiety	Primary	Unisex	517	NA	INTEGER	CONTINUOUS	23215	NA	NA	Anxiety	21848	1367	NA	NA	TRUE
20421	20421	Ever felt worried, tense, or anxious for most of a month or longer	Online follow-up > Mental health > Anxiety	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	104063	NA	NA	Anxiety	97452	6611	25841	1679	TRUE
20422	20422	More irritable than usual during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	520	NA	CAT_SINGLE	CAT_SINGLE_BINARY	31347	NA	NA	Anxiety	29415	1932	21124	1434	TRUE
20423	20423	Keyed up or on edge during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	520	NA	CAT_SINGLE	CAT_SINGLE_BINARY	32667	NA	NA	Anxiety	30674	1993	24491	1626	TRUE
20425	20425	Ever worried more than most people would in similar situation	Online follow-up > Mental health > Anxiety	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	93401	NA	NA	Anxiety	87433	5968	22556	1480	TRUE
20426	20426	Restless during period of worst anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	520	NA	CAT_SINGLE	CAT_SINGLE_BINARY	31772	NA	NA	Anxiety	29825	1947	17885	1259	TRUE
20427	20427	Frequent trouble falling or staying asleep during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	520	NA	CAT_SINGLE	CAT_SINGLE_BINARY	33379	NA	NA	Anxiety	31352	2027	25726	1634	TRUE
20428	20428	Professional informed about anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	34097	NA	NA	Anxiety	32023	2074	19406	1413	TRUE
20429	20429	Easily tired during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	520	NA	CAT_SINGLE	CAT_SINGLE_BINARY	32014	NA	NA	Anxiety	30061	1953	21543	1478	TRUE
20433	20433	Age at first episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	513	NA	INTEGER	CONTINUOUS	57488	NA	NA	Depression	53962	3526	NA	NA	TRUE
20435	20435	Difficulty concentrating during worst depression	Online follow-up > Mental health > Depression	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	55294	NA	NA	Depression	51839	3455	40812	2699	TRUE
20436	20436	Fraction of day affected during worst episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	505	NA	CAT_SINGLE	CAT_ORD	58829	NA	NA	Depression	55244	3585	NA	NA	TRUE
20437	20437	Thoughts of death during worst depression	Online follow-up > Mental health > Depression	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	58961	NA	NA	Depression	55323	3638	28654	1946	TRUE
20438	20438	Duration of worst depression	Online follow-up > Mental health > Depression	Primary	Unisex	509	NA	CAT_SINGLE	CAT_ORD	61679	NA	NA	Depression	57879	3800	NA	NA	TRUE
20439	20439	Frequency of depressed days during worst episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	506	NA	CAT_SINGLE	CAT_ORD	60763	NA	NA	Depression	57030	3733	NA	NA	TRUE
20440	20440	Impact on normal roles during worst period of depression	Online follow-up > Mental health > Depression	Primary	Unisex	510	NA	CAT_SINGLE	CAT_ORD	62535	NA	NA	Depression	58675	3860	NA	NA	TRUE
20441	20441	Ever had prolonged loss of interest in normal activities	Online follow-up > Mental health > Depression	Primary	Unisex	503	NA	CAT_SINGLE	CAT_SINGLE_BINARY	111018	NA	NA	Depression	103932	7086	40732	2825	TRUE
20442	20442	Lifetime number of depressed periods	Online follow-up > Mental health > Depression	Primary	Unisex	511	NA	INTEGER	CAT_ORD	50569	NA	NA	Depression	47653	2916	NA	NA	TRUE
20445	20445	Depression possibly related to childbirth	Online follow-up > Mental health > Depression	Primary	Unisex	514	NA	CAT_SINGLE	CAT_SINGLE_BINARY	35783	NA	NA	Depression	34398	1385	4337	225	TRUE
20446	20446	Ever had prolonged feelings of sadness or depression	Online follow-up > Mental health > Depression	Primary	Unisex	503	NA	CAT_SINGLE	CAT_SINGLE_BINARY	111059	NA	NA	Depression	103969	7090	56934	3682	TRUE
20447	20447	Depression possibly related to stressful or traumatic event	Online follow-up > Mental health > Depression	Primary	Unisex	503	NA	CAT_SINGLE	CAT_SINGLE_BINARY	62456	NA	NA	Depression	58597	3859	42945	2782	TRUE
20448	20448	Professional informed about depression	Online follow-up > Mental health > Depression	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	62403	NA	NA	Depression	58554	3849	37618	2540	TRUE
20449	20449	Feelings of tiredness during worst episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	56214	NA	NA	Depression	52755	3459	43142	2860	TRUE
20450	20450	Feelings of worthlessness during worst period of depression	Online follow-up > Mental health > Depression	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	58480	NA	NA	Depression	54885	3595	27855	1777	TRUE
20458	20458	General happiness	Online follow-up > Mental health > Happiness and subjective well-being	Primary	Unisex	537	NA	CAT_SINGLE	CAT_ORD	110754	NA	NA	Happiness_and_subjective_well-being	103665	7089	NA	NA	TRUE
20459	20459	General happiness with own health	Online follow-up > Mental health > Happiness and subjective well-being	Primary	Unisex	537	NA	CAT_SINGLE	CAT_ORD	111053	NA	NA	Happiness_and_subjective_well-being	103951	7102	NA	NA	TRUE
20460	20460	Belief that own life is meaningful	Online follow-up > Mental health > Happiness and subjective well-being	Primary	Unisex	538	NA	CAT_SINGLE	CAT_ORD	108780	NA	NA	Happiness_and_subjective_well-being	101850	6930	NA	NA	TRUE
20499	20499	Ever sought or received professional help for mental distress	Online follow-up > Mental health > Mental distress	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	110982	NA	NA	Mental_distress	103895	7087	40506	2655	TRUE
20500	20500	Ever suffered mental distress preventing usual activities	Online follow-up > Mental health > Mental distress	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	109924	NA	NA	Mental_distress	102931	6993	34054	2307	TRUE
20505	20505	Recent easy annoyance or irritability	Online follow-up > Mental health > Anxiety	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110795	NA	NA	Anxiety	103728	7067	NA	NA	TRUE
20506	20506	Recent feelings or nervousness or anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110913	NA	NA	Anxiety	103842	7071	NA	NA	TRUE
20507	20507	Recent feelings of inadequacy	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110816	NA	NA	Depression	103742	7074	NA	NA	TRUE
20508	20508	Recent trouble concentrating on things	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111181	NA	NA	Depression	104075	7106	NA	NA	TRUE
20509	20509	Recent inability to stop or control worrying	Online follow-up > Mental health > Anxiety	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110897	NA	NA	Anxiety	103818	7079	NA	NA	TRUE
20510	20510	Recent feelings of depression	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110946	NA	NA	Depression	103870	7076	NA	NA	TRUE
20511	20511	Recent poor appetite or overeating	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111194	NA	NA	Depression	104086	7108	NA	NA	TRUE
20512	20512	Recent feelings of foreboding	Online follow-up > Mental health > Anxiety	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110785	NA	NA	Anxiety	103718	7067	NA	NA	TRUE
20513	20513	Recent thoughts of suicide or self-harm	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110494	NA	NA	Depression	103454	7040	NA	NA	TRUE
20514	20514	Recent lack of interest or pleasure in doing things	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111047	NA	NA	Depression	103953	7094	NA	NA	TRUE
20515	20515	Recent trouble relaxing	Online follow-up > Mental health > Anxiety	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111007	NA	NA	Anxiety	103920	7087	NA	NA	TRUE
20516	20516	Recent restlessness	Online follow-up > Mental health > Anxiety	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111068	NA	NA	Anxiety	103969	7099	NA	NA	TRUE
20517	20517	Trouble falling or staying asleep, or sleeping too much	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111106	NA	NA	Depression	104006	7100	NA	NA	TRUE
20518	20518	Recent changes in speed/amount of moving or speaking	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111146	NA	NA	Depression	104046	7100	NA	NA	TRUE
20519	20519	Recent feelings of tiredness or low energy	Online follow-up > Mental health > Depression	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	111125	NA	NA	Depression	104023	7102	NA	NA	TRUE
20520	20520	Recent worrying too much about different things	Online follow-up > Mental health > Anxiety	Primary	Unisex	504	NA	CAT_SINGLE	CAT_ORD	110886	NA	NA	Anxiety	103806	7080	NA	NA	TRUE
20532	20532	Did your sleep change?	Online follow-up > Mental health > Depression	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	53772	NA	NA	Depression	50423	3349	40262	2633	TRUE
20533	20533	Trouble falling asleep	Online follow-up > Mental health > Depression	Primary	Unisex	508	NA	CAT_SINGLE	CAT_SINGLE_BINARY	42895	NA	NA	Depression	40262	2633	30478	2047	TRUE
20534	20534	Sleeping too much	Online follow-up > Mental health > Depression	Primary	Unisex	508	NA	CAT_SINGLE	CAT_SINGLE_BINARY	42895	NA	NA	Depression	40262	2633	8142	597	TRUE
20535	20535	Waking too early	Online follow-up > Mental health > Depression	Primary	Unisex	508	NA	CAT_SINGLE	CAT_SINGLE_BINARY	42895	NA	NA	Depression	40262	2633	30640	1943	TRUE
20536_0	20536	Weight change during worst episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	507	Stayed about the same or was on a diet	CAT_SINGLE	CAT_SINGLE_UNORDERED	53203	21580	31623	Depression	49943	3260	20195	1385	TRUE
20536_1	20536	Weight change during worst episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	507	Gained weight	CAT_SINGLE	CAT_SINGLE_UNORDERED	53203	9097	44106	Depression	49943	3260	8456	641	TRUE
20536_2	20536	Weight change during worst episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	507	Lost weight	CAT_SINGLE	CAT_SINGLE_UNORDERED	53203	19172	34031	Depression	49943	3260	18205	967	TRUE
20536_3	20536	Weight change during worst episode of depression	Online follow-up > Mental health > Depression	Primary	Unisex	507	Both gained and lost some weight during the episode	CAT_SINGLE	CAT_SINGLE_UNORDERED	53203	3354	49849	Depression	49943	3260	3087	267	TRUE
20537	20537	Frequency of difficulty controlling worry during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	519	NA	CAT_SINGLE	CAT_ORD	33906	NA	NA	Anxiety	31847	2059	NA	NA	TRUE
20538	20538	Worried most days during period of worst anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	33055	NA	NA	Anxiety	31048	2007	27485	1770	TRUE
20539	20539	Frequency of inability to stop worrying during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	519	NA	CAT_SINGLE	CAT_ORD	33995	NA	NA	Anxiety	31921	2074	NA	NA	TRUE
20540	20540	Multiple worries during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	32865	NA	NA	Anxiety	30867	1998	23245	1514	TRUE
20541	20541	Difficulty stopping worrying during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	33338	NA	NA	Anxiety	31309	2029	29533	1907	TRUE
20542	20542	Stronger worrying (than other people) during period of worst anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	502	NA	CAT_SINGLE	CAT_SINGLE_BINARY	23488	NA	NA	Anxiety	22103	1385	18202	1162	TRUE
20543	20543	Number of things worried about during worst period of anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	518	NA	CAT_SINGLE	CAT_SINGLE_BINARY	33345	NA	NA	Anxiety	31304	2041	13776	891	TRUE
20544_6	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Panic attacks	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110681	6124	104557	Mental_distress	103621	7060	5617	507	TRUE
20544_11	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Depression	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110735	23646	87089	Mental_distress	103668	7067	21969	1677	TRUE
20544_15	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Anxiety, nerves or generalized anxiety disorder	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110708	15704	95004	Mental_distress	103647	7061	14610	1094	TRUE
20544_12	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Bulimia nervosa	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110669	336	110333	Mental_distress	103610	7059	316	20	FALSE
20544_1	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Social anxiety or social phobia	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110679	1367	109312	Mental_distress	103620	7059	1259	108	TRUE
20544_5	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Any other phobia (eg disabling fear of heights or spiders)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110673	1520	109153	Mental_distress	103614	7059	1388	132	TRUE
20544_7	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Obsessive compulsive disorder (OCD)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110675	676	109999	Mental_distress	103616	7059	624	52	FALSE
20544_4	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	A personality disorder	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110670	245	110425	Mental_distress	103610	7060	216	29	FALSE
20544_3	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Any other type of psychosis or psychotic illness	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110670	403	110267	Mental_distress	103611	7059	371	32	FALSE
20544_16	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Anorexia nervosa	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110670	636	110034	Mental_distress	103611	7059	617	19	FALSE
20544_10	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Mania, hypomania, bipolar or manic-depression	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110672	553	110119	Mental_distress	103613	7059	512	41	FALSE
20544_13	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Psychological over-eating or binge-eating	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110670	459	110211	Mental_distress	103611	7059	422	37	FALSE
20544_17	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Agoraphobia	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110670	448	110222	Mental_distress	103611	7059	410	38	FALSE
20544_14	20544	Mental health problems ever diagnosed by a professional	Online follow-up > Mental health > Mental distress	Primary	Unisex	1401	Autism, Asperger's or autistic spectrum disorder	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	110670	152	110518	Mental_distress	103611	7059	141	11	FALSE
20546_3	20546	Substances taken for depression	Online follow-up > Mental health > Depression	Primary	Unisex	1405	Medication prescribed to you (for at least two weeks)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	111059	26757	84302	Depression	103969	7090	24922	1835	TRUE
20546_1	20546	Substances taken for depression	Online follow-up > Mental health > Depression	Primary	Unisex	1405	Unprescribed medication (more than once)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	111059	3824	107235	Depression	103969	7090	3648	176	TRUE
20546_4	20546	Substances taken for depression	Online follow-up > Mental health > Depression	Primary	Unisex	1405	Drugs or alcohol (more than once)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	111059	8022	103037	Depression	103969	7090	7504	518	TRUE
20547_1	20547	Activities undertaken to treat depression	Online follow-up > Mental health > Depression	Primary	Unisex	1406	Talking therapies, such as psychotherapy, counselling, group therapy or CBT	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	111059	24262	86797	Depression	103969	7090	22815	1447	TRUE
20547_3	20547	Activities undertaken to treat depression	Online follow-up > Mental health > Depression	Primary	Unisex	1406	Other therapeutic activities such as mindfulness, yoga or art classes	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	111059	8439	102620	Depression	103969	7090	8035	404	TRUE
20549_3	20549	Substances taken for anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	1405	Medication prescribed to you (for at least two weeks)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	93401	12189	81212	Anxiety	87433	5968	11308	881	TRUE
20549_4	20549	Substances taken for anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	1405	Drugs or alcohol (more than once)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	93401	5005	88396	Anxiety	87433	5968	4710	295	TRUE
20549_1	20549	Substances taken for anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	1405	Unprescribed medication (more than once)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	93401	2386	91015	Anxiety	87433	5968	2269	117	TRUE
20550_1	20550	Activities undertaken to treat anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	1406	Talking therapies, such as psychotherapy, counselling, group therapy or CBT	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	93401	11980	81421	Anxiety	87433	5968	11211	769	TRUE
20550_3	20550	Activities undertaken to treat anxiety	Online follow-up > Mental health > Anxiety	Primary	Unisex	1406	Other therapeutic activities such as mindfulness, yoga or art classes	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	93401	5228	88173	Anxiety	87433	5968	4996	232	TRUE
21021	21021	Pulse wave Arterial Stiffness index	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	111277	NA	NA	Arterial_stiffness	101296	9981	NA	NA	TRUE
22506_114	22506	Tobacco smoking	Online follow-up > Work environment > Medical information	Primary	Unisex	496	Never smoked	CAT_SINGLE	CAT_SINGLE_UNORDERED	86392	51817	34575	Medical_information	80927	5465	49266	2551	TRUE
